YSAMP_N,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_LOC,ANGLER_HOURS,ANGLER_TRIPS,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,SHB_N,REACH_LENGTH_M,PROJECT,COMMENTS
GLN.RKL.2008.015,RKL,GLN.RKL.015,5/6/2008 0:00,5/6/2008,1/0/1900 13:59,1/0/1900 14:44,S,126,5,2008,15,45,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,,,,,,,,"DCJ, JMR",,,Wild Brook Trout Initiative,
GLN.RKL.2008.016,RKL,GLN.RKL.001,6/12/2008 0:00,6/12/2008,1/0/1900 9:52,1/0/1900 11:00,S,163,6,2008,1,68,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,21,,,,,10,,"JMR, CEK",,,Wild Brook Trout Initiative,
GLN.RKL.2008.017,RKL,GLN.RKL.002,6/12/2008 0:00,6/12/2008,1/0/1900 10:12,1/0/1900 11:10,S,163,6,2008,2,58,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,21,,,,,,,"JMR, CEK",,,Wild Brook Trout Initiative,
GLN.RKL.2008.018,RKL,GLN.RKL.003,6/12/2008 0:00,6/12/2008,1/0/1900 10:37,1/0/1900 11:20,S,163,6,2008,3,43,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,21,,,,,,,"JMR, CEK",,,Wild Brook Trout Initiative,
GLN.RKL.2008.019,RKL,GLN.RKL.018,7/11/2008 0:00,7/11/2008,1/0/1900 10:42,1/0/1900 11:42,,192,7,2008,1,60,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,22,,,,,100,,"DCJ, JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2008.020,RKL,GLN.RKL.001,7/11/2008 0:00,7/11/2008,1/0/1900 10:59,1/0/1900 11:59,,192,7,2008,2,60,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,22,,,,,100,,"DCJ, JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2008.021,RKL,GLN.RKL.001,8/1/2008 0:00,8/1/2008,1/0/1900 5:53,1/0/1900 6:54,,213,8,2008,1,61,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,23,,,,,100,,"JMR,KJJ",,,Wild Brook Trout Initiative,
GLN.RKL.2008.022,RKL,GLN.RKL.002,8/1/2008 0:00,8/1/2008,1/0/1900 6:03,1/0/1900 7:11,,213,8,2008,2,68,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,23,,,,,90,,"JMR,KJJ",,,Wild Brook Trout Initiative,
GLN.RKL.2008.023,RKL,GLN.RKL.001,8/28/2008 0:00,8/28/2008,1/0/1900 7:43,1/0/1900 8:40,,240,8,2008,1,57,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,21,,,,,20,,"CEK,JAC",,,Wild Brook Trout Initiative,SECCHI 3.75 METERS
GLN.RKL.2008.024,RKL,GLN.RKL.018,8/28/2008 0:00,8/28/2008,1/0/1900 7:48,1/0/1900 8:59,,240,8,2008,2,71,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,21,,,,,20,,"CEK,JAC",,,Wild Brook Trout Initiative,SECCHI 3.75 METERS
GLN.RKL.2008.025,RKL,GLN.RKL.001,9/24/2008 0:00,9/24/2008,1/0/1900 11:48,1/0/1900 12:48,S,267,9,2008,1,60,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,18,,,,,0,,"DCJ, WK",,,Wild Brook Trout Initiative,
GLN.RKL.2008.026,RKL,GLN.RKL.018,9/24/2008 0:00,9/24/2008,1/0/1900 13:00,1/0/1900 14:45,S,267,9,2008,2,75,MINUTES,GLN,GLN1.5,,,,,,,,91.44,2.44,18,,,,,0,,"DCJ, WK",,,Wild Brook Trout Initiative,
GLN.RKL.2009.001,RKL,GLN.RKL.001,5/12/2009 0:00,5/12/2009,1/0/1900 10:45,1/0/1900 11:15,S,132,5,2009,1,30,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.002,RKL,GLN.RKL.002,5/12/2009 0:00,5/12/2009,1/0/1900 11:00,1/0/1900 12:00,S,132,5,2009,2,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.003,RKL,GLN.RKL.004,5/12/2009 0:00,5/12/2009,1/0/1900 11:20,1/0/1900 12:20,S,132,5,2009,3,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.004,RKL,GLN.RKL.007,5/12/2009 0:00,5/12/2009,1/0/1900 11:40,1/0/1900 12:40,S,132,5,2009,4,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.005,RKL,GLN.RKL.008,5/12/2009 0:00,5/12/2009,1/0/1900 12:05,1/0/1900 13:05,S,132,5,2009,5,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.006,RKL,GLN.RKL.009,5/12/2009 0:00,5/12/2009,1/0/1900 12:30,1/0/1900 13:30,S,132,5,2009,6,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.007,RKL,GLN.RKL.010,5/12/2009 0:00,5/12/2009,1/0/1900 12:50,1/0/1900 13:50,S,132,5,2009,7,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.008,RKL,GLN.RKL.011,5/12/2009 0:00,5/12/2009,1/0/1900 13:10,1/0/1900 14:10,S,132,5,2009,8,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.009,RKL,GLN.RKL.012,5/12/2009 0:00,5/12/2009,1/0/1900 13:35,1/0/1900 14:35,S,132,5,2009,9,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.010,RKL,GLN.RKL.013,5/12/2009 0:00,5/12/2009,1/0/1900 14:00,1/0/1900 15:00,S,132,5,2009,10,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.011,RKL,GLN.RKL.014,5/12/2009 0:00,5/12/2009,1/0/1900 14:15,1/0/1900 15:15,S,132,5,2009,11,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.012,RKL,GLN.RKL.016,5/12/2009 0:00,5/12/2009,1/0/1900 14:45,1/0/1900 15:45,S,132,5,2009,12,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.013,RKL,GLN.RKL.017,5/12/2009 0:00,5/12/2009,1/0/1900 15:10,1/0/1900 16:10,S,132,5,2009,13,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.014,RKL,GLN.RKL.019,5/12/2009 0:00,5/12/2009,1/0/1900 15:25,1/0/1900 16:25,S,132,5,2009,14,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.015,RKL,GLN.RKL.024,5/12/2009 0:00,5/12/2009,1/0/1900 15:50,1/0/1900 16:50,S,132,5,2009,15,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,12,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.016,RKL,GLN.RKL.001,6/9/2009 0:00,6/9/2009,1/0/1900 10:10,1/0/1900 11:10,S,160,6,2009,1,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.017,RKL,GLN.RKL.018,6/9/2009 0:00,6/9/2009,1/0/1900 10:15,1/0/1900 11:25,S,160,6,2009,2,70,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.018,RKL,GLN.RKL.007,6/9/2009 0:00,6/9/2009,1/0/1900 10:15,1/0/1900 12:30,S,160,6,2009,3,135,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.019,RKL,GLN.RKL.013,6/9/2009 0:00,6/9/2009,1/0/1900 11:30,1/0/1900 12:40,S,160,6,2009,4,70,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.020,RKL,GLN.RKL.012,6/9/2009 0:00,6/9/2009,1/0/1900 12:45,1/0/1900 13:45,S,160,6,2009,5,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.021,RKL,GLN.RKL.010,6/9/2009 0:00,6/9/2009,1/0/1900 12:50,1/0/1900 13:55,S,160,6,2009,6,65,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.44,17,,,,,,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.022,RKL,GLN.RKL.009,8/6/2009 0:00,8/6/2009,1/0/1900 10:23,1/0/1900 11:25,,218,8,2009,1,62,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,23,,,,,20,,"KJJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.023,RKL,GLN.RKL.013,8/6/2009 0:00,8/6/2009,1/0/1900 10:27,1/0/1900 11:39,,218,8,2009,2,71,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,23,,,,,20,,"KJJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.024,RKL,GLN.RKL.001,8/6/2009 0:00,8/6/2009,1/0/1900 10:33,1/0/1900 11:48,,218,8,2009,3,45,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,23,,,,,20,,"KJJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.025,RKL,GLN.RKL.010,8/6/2009 0:00,8/6/2009,1/0/1900 12:00,1/0/1900 12:20,,218,8,2009,4,20,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,23,,,,,80,,"KJJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.026,RKL,GLN.RKL.012,8/6/2009 0:00,8/6/2009,1/0/1900 12:02,1/0/1900 12:39,,218,8,2009,5,37,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,23,,,,,80,,"KJJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.027,RKL,GLN.RKL.009,9/3/2009 0:00,9/3/2009,1/0/1900 10:45,1/0/1900 11:28,S,246,9,2009,1,43,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,21,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.028,RKL,GLN.RKL.012,9/3/2009 0:00,9/3/2009,1/0/1900 10:47,1/0/1900 11:39,S,246,9,2009,2,52,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,21,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.029,RKL,GLN.RKL.008,9/3/2009 0:00,9/3/2009,1/0/1900 11:33,1/0/1900 12:29,S,246,9,2009,3,56,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,21,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.030,RKL,GLN.RKL.005,9/3/2009 0:00,9/3/2009,1/0/1900 11:44,1/0/1900 12:35,S,246,9,2009,4,51,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,21,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2009.031,RKL,GLN.RKL.017,9/3/2009 0:00,9/3/2009,1/0/1900 11:52,1/0/1900 12:52,S,246,9,2009,5,60,MINUTES,GLN,GLN1.5,,,,,,,,45.72,2.5,21,,,,,5,,"DCJ,JAC",,,Wild Brook Trout Initiative,
GLN.RKL.2010.001,RKL,GLN.RKL.002,5/10/2010 0:00,5/10/2010,1/0/1900 10:00,1/0/1900 11:00,S,130,5,2010,1,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,25,,"DCJ, JAC",,,,
GLN.RKL.2010.002,RKL,GLN.RKL.024,5/10/2010 0:00,5/10/2010,1/0/1900 10:20,1/0/1900 11:20,S,130,5,2010,2,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,28,,"DCJ, JAC",,,,
GLN.RKL.2010.003,RKL,GLN.RKL.003,5/10/2010 0:00,5/10/2010,1/0/1900 10:40,1/0/1900 11:40,S,130,5,2010,3,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,30,,"DCJ, JAC",,,,
GLN.RKL.2010.004,RKL,GLN.RKL.004,5/10/2010 0:00,5/10/2010,1/0/1900 11:06,1/0/1900 12:06,S,130,5,2010,4,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,25,,"DCJ, JAC",,,,
GLN.RKL.2010.005,RKL,GLN.RKL.006,5/10/2010 0:00,5/10/2010,1/0/1900 11:28,1/0/1900 12:28,S,130,5,2010,5,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,20,,"DCJ, JAC",,,,
GLN.RKL.2010.006,RKL,GLN.RKL.007,5/10/2010 0:00,5/10/2010,1/0/1900 11:50,1/0/1900 12:50,S,130,5,2010,6,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,25,,"DCJ, JAC",,,,
GLN.RKL.2010.007,RKL,GLN.RKL.008,5/10/2010 0:00,5/10/2010,1/0/1900 12:15,1/0/1900 13:15,S,130,5,2010,7,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,25,,"DCJ, JAC",,,,
GLN.RKL.2010.008,RKL,GLN.RKL.009,5/10/2010 0:00,5/10/2010,1/0/1900 12:37,1/0/1900 13:37,S,130,5,2010,8,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,20,,"DCJ, JAC",,,,
GLN.RKL.2010.009,RKL,GLN.RKL.010,5/10/2010 0:00,5/10/2010,1/0/1900 13:00,1/0/1900 14:00,S,130,5,2010,9,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,30,,"DCJ, JAC",,,,
GLN.RKL.2010.010,RKL,GLN.RKL.014,5/10/2010 0:00,5/10/2010,1/0/1900 13:23,1/0/1900 14:23,S,130,5,2010,10,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,20,,"DCJ, JAC",,,,
GLN.RKL.2010.011,RKL,GLN.RKL.015,5/10/2010 0:00,5/10/2010,1/0/1900 13:46,1/0/1900 14:46,S,130,5,2010,11,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,40,,"DCJ, JAC",,,,
GLN.RKL.2010.012,RKL,GLN.RKL.018,5/10/2010 0:00,5/10/2010,1/0/1900 14:15,1/0/1900 15:00,S,130,5,2010,12,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,40,,"DCJ, JAC",,,,
GLN.RKL.2010.013,RKL,GLN.RKL.023,5/10/2010 0:00,5/10/2010,1/0/1900 14:34,1/0/1900 15:34,S,130,5,2010,13,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,40,,"DCJ, JAC",,,,
GLN.RKL.2010.014,RKL,GLN.RKL.019,5/10/2010 0:00,5/10/2010,1/0/1900 14:58,1/0/1900 15:58,S,130,5,2010,14,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,40,,"DCJ, JAC",,,,
GLN.RKL.2010.015,RKL,GLN.RKL.020,5/10/2010 0:00,5/10/2010,1/0/1900 15:07,1/0/1900 16:07,S,130,5,2010,15,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,10,,,,,50,,"DCJ, JAC",,,,
GLN.RKL.2010.016,RKL,GLN.RKL.001,7/9/2010 0:00,7/9/2010,1/0/1900 10:13,1/0/1900 10:48,,190,7,2010,1,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,,,,,
GLN.RKL.2010.017,RKL,GLN.RKL.002,7/9/2010 0:00,7/9/2010,1/0/1900 10:18,1/0/1900 11:05,,190,7,2010,2,48,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,,,,,
GLN.RKL.2010.018,RKL,GLN.RKL.024,8/10/2010 0:00,8/10/2010,1/0/1900 10:20,1/0/1900 11:25,,222,8,2010,1,65,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,23,,,,,,,"DJ,MM",,,,
GLN.RKL.2010.019,RKL,GLN.RKL.004,8/10/2010 0:00,8/10/2010,1/0/1900 10:25,1/0/1900 11:55,,222,8,2010,2,90,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,23,,,,,,,"DJ,MM",,,,
GLN.RKL.2010.020,RKL,GLN.RKL.023,8/10/2010 0:00,8/10/2010,1/0/1900 10:30,1/0/1900 12:10,,222,8,2010,3,100,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,23,,,,,,,"DJ,MM",,,,
GLN.RKL.2010.021,RKL,GLN.RKL.016,8/10/2010 0:00,8/10/2010,1/0/1900 10:35,1/0/1900 12:15,,222,8,2010,4,100,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,23,,,,,,,"DJ,MM",,,,
GLN.RKL.2010.022,RKL,GLN.RKL.001,9/15/2010 0:00,9/15/2010,1/0/1900 12:05,1/0/1900 1:05,S,258,9,2010,1,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,14,,,,,40,,"DCJ, JPG",,,,
GLN.RKL.2010.023,RKL,GLN.RKL.002,9/15/2010 0:00,9/15/2010,1/0/1900 12:10,1/0/1900 13:15,S,258,9,2010,2,65,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,14,,,,,40,,"DCJ, JPG",,,,
GLN.RKL.2011.001,RKL,GLN.RKL.001,6/4/2011 0:00,6/4/2011,1/0/1900 10:10,1/0/1900 10:40,S,155,6,2011,1,30,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,19,,,,,UNK,,UNK,,,,
GLN.RKL.2011.002,RKL,GLN.RKL.004,6/4/2011 0:00,6/4/2011,1/0/1900 10:25,1/0/1900 10:55,S,155,6,2011,2,30,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,UNK,,UNK,,,,
GLN.RKL.2011.003,RKL,GLN.RKL.005,6/4/2011 0:00,6/4/2011,1/0/1900 10:47,1/0/1900 11:17,S,155,6,2011,3,30,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,UNK,,UNK,,,,
GLN.RKL.2011.004,RKL,GLN.RKL.006,6/4/2011 0:00,6/4/2011,1/0/1900 11:05,1/0/1900 11:40,S,155,6,2011,4,35,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,UNK,,UNK,,,,
GLN.RKL.2011.005,RKL,GLN.RKL.008,6/4/2011 0:00,6/4/2011,1/0/1900 11:25,1/0/1900 11:55,S,155,6,2011,5,30,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,UNK,,UNK,,,,
GLN.RKL.2011.006,RKL,GLN.RKL.001,9/1/2011 0:00,9/1/2011,1/0/1900 10:00,1/0/1900 10:38,S,226,9,2011,1,38,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,"KJJ, DCJ",,,,
GLN.RKL.2011.007,RKL,GLN.RKL.002,9/1/2011 0:00,9/1/2011,1/0/1900 10:04,1/0/1900 10:50,S,226,9,2011,2,46,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,"KJJ, DCJ",,,,
GLN.RKL.2011.008,RKL,,9/1/2011 0:00,9/1/2011,1/0/1900 10:47,1/0/1900 11:12,S,226,9,2011,3,25,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,"KJJ, DCJ",,,,
GLN.RKL.2011.009,RKL,,9/1/2011 0:00,9/1/2011,1/0/1900 10:58,1/0/1900 11:24,S,226,9,2011,4,26,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,,,,,,,,"KJJ, DCJ",,,,
GLN.RKL.2012.001,RKL,GLN.RKL.001,5/8/2012 0:00,5/8/2012,1/0/1900 10:50,1/0/1900 11:50,S,129,5,2012,1,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.002,RKL,GLN.RKL.006,5/8/2012 0:00,5/8/2012,1/0/1900 11:10,1/0/1900 12:10,S,129,5,2012,2,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.003,RKL,GLN.RKL.015,5/8/2012 0:00,5/8/2012,1/0/1900 11:30,1/0/1900 12:35,S,129,5,2012,3,65,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.004,RKL,GLN.RKL.002,5/8/2012 0:00,5/8/2012,1/0/1900 11:55,1/0/1900 12:55,S,129,5,2012,4,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.005,RKL,GLN.RKL.009,5/8/2012 0:00,5/8/2012,1/0/1900 12:15,1/0/1900 13:15,S,129,5,2012,5,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.006,RKL,GLN.RKL.019,5/8/2012 0:00,5/8/2012,1/0/1900 12:35,1/0/1900 13:35,S,129,5,2012,6,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.007,RKL,GLN.RKL.003,5/8/2012 0:00,5/8/2012,1/0/1900 13:05,1/0/1900 14:05,S,129,5,2012,7,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.008,RKL,GLN.RKL.007,5/8/2012 0:00,5/8/2012,1/0/1900 13:20,1/0/1900 14:25,S,129,5,2012,8,65,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.009,RKL,GLN.RKL.010,5/8/2012 0:00,5/8/2012,1/0/1900 13:45,1/0/1900 14:45,S,129,5,2012,9,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.010,RKL,GLN.RKL.013,5/8/2012 0:00,5/8/2012,1/0/1900 14:15,1/0/1900 15:15,S,129,5,2012,10,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.011,RKL,GLN.RKL.022,5/8/2012 0:00,5/8/2012,1/0/1900 14:30,1/0/1900 15:30,S,129,5,2012,11,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.012,RKL,GLN.RKL.011,5/8/2012 0:00,5/8/2012,1/0/1900 14:55,1/0/1900 15:55,S,129,5,2012,12,60,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.013,RKL,GLN.RKL.024,5/8/2012 0:00,5/8/2012,1/0/1900 15:25,1/0/1900 16:10,S,129,5,2012,13,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.014,RKL,GLN.RKL.012,5/8/2012 0:00,5/8/2012,1/0/1900 15:40,1/0/1900 16:25,S,129,5,2012,14,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.015,RKL,GLN.RKL.021,5/8/2012 0:00,5/8/2012,1/0/1900 16:00,1/0/1900 16:45,S,129,5,2012,15,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,13,,,,,,,"DJ, KJ",,,,
GLN.RKL.2012.016,RKL,GLN.RKL.001,8/27/2012 0:00,8/27/2012,1/0/1900 10:40,1/0/1900 11:20,,240,8,2012,1,40,MINUTES,GLN,GLN 1.5,,,,,,,,100,2.5,23,,,,,95,,"NTD, DCJ",,,,
GLN.RKL.2012.017,RKL,GLN.RKL.002,8/27/2012 0:00,8/27/2012,1/0/1900 10:45,1/0/1900 11:35,,240,8,2012,2,50,MINUTES,GLN,GLN 1.5,,,,,,,,100,2.5,23,,,,,95,,"NTD, DCJ",,,,
GLN.RKL.2012.018,RKL,GLN.RKL.003,8/27/2012 0:00,8/27/2012,1/0/1900 10:50,1/0/1900 11:55,,240,8,2012,3,65,MINUTES,GLN,GLN 1.5,,,,,,,,100,2.5,23,,,,,95,,"NTD, DCJ",,,,
GLN.RKL.2012.019,RKL,GLN.RKL.004,8/27/2012 0:00,8/27/2012,1/0/1900 11:45,1/0/1900 12:25,,240,8,2012,4,40,MINUTES,GLN,GLN 1.5,,,,,,,,100,2.5,23,,,,,95,,"NTD, DCJ",,,,
GLN.RKL.2012.020,RKL,GLN.RKL.005,8/27/2012 0:00,8/27/2012,1/0/1900 11:50,1/0/1900 12:35,,240,8,2012,5,45,MINUTES,GLN,GLN 1.5,,,,,,,,100,2.5,23,,,,,95,,"NTD, DCJ",,,,
GLN.RKL.2013.001,RKL,GLN.RKL.001,5/15/2013 0:00,5/15/2013,1/0/1900 10:55,1/0/1900 11:35,S,135,5,2013,1,40,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,11,,,,,,,"DJ, NTD",,,,
GLN.RKL.2013.002,RKL,GLN.RKL.003,5/15/2013 0:00,5/15/2013,1/0/1900 11:00,1/0/1900 11:45,S,135,5,2013,2,45,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,11,,,,,,,"DJ, NTD",,,,
GLN.RKL.2013.003,RKL,GLN.RKL.006,5/15/2013 0:00,5/15/2013,1/0/1900 11:30,1/0/1900 12:00,S,135,5,2013,3,30,MINUTES,GLN,GLN 1.5,,,,,,,,50,2.5,11,,,,,,,"DJ, NTD",,,,
