YSAMP_N,NEW_SAMP,MA_ID,WATER,SITE_N,,DATE_SET,DATE_COL,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,TIME_START,TIME_END,GEAR,GEAR_CODE,GEAR_CODE2,EFFORT,EFFORT_UNIT,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLER+AC:AGS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS,SHB_N,REACH_LENGTH_M,PASS
MWT.LOP.2021.053,MWT.LOP.2021.054,SAMP 171,LOP,3B,3A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,10:07,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.054,MWT.LOP.2021.055,SAMP 172,LOP,3B,3B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,10:10,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.055,MWT.LOP.2021.056,SAMP 173,LOP,2C,3B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,10:37,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.056,MWT.LOP.2021.057,SAMP 174,LOP,2C,3B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,10:37,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.057,MWT.LOP.2021.058,SAMP 175,LOP,3C,3C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:19,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.058,MWT.LOP.2021.059,SAMP 176,LOP,3C,3C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:19,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.059,MWT.LOP.2021.060,SAMP 177,LOP,2B ,2B ,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:29,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.060,MWT.LOP.2021.061,SAMP 178,LOP,2B ,2B ,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:29,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.061,MWT.LOP.2021.062,SAMP 179,LOP,2A,2A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:58,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.062,MWT.LOP.2021.063,SAMP 180,LOP,2A,2A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,11:58,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.063,MWT.LOP.2021.064,SAMP 181,LOP,1C,2C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:04,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.064,MWT.LOP.2021.065,SAMP 182,LOP,1C,2C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:04,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.065,MWT.LOP.2021.066,SAMP 183,LOP,1A,1A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.066,MWT.LOP.2021.067,SAMP 184,LOP,1A,1A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.067,MWT.LOP.2021.068,SAMP 185,LOP,1B,1B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.068,MWT.LOP.2021.069,SAMP 186,LOP,1B,1B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,12:40,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.069,MWT.LOP.2021.070,SAMP 187,LOP,1B,1B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,12:40,14:25,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.070,MWT.LOP.2021.071,SAMP 188,LOP,1B,1B,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,12:40,14:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.071,MWT.LOP.2021.072,SAMP 189,LOP,1C,1C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,12:04,14:37,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.072,MWT.LOP.2021.073,SAMP 190,LOP,1C,1C,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,12:04,14:37,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.073,MWT.LOP.2021.074 - looks like its out of order,SAMP 191,LOP,3B,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:07,15:14,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.074,MWT.LOP.2021.075,SAMP 170,LOP,3A,,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,9:55,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.075,MWT.LOP.2021.076,SAMP 229,LOP,1A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,10:36,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.076,MWT.LOP.2021.077,SAMP 230,LOP,1A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,10:36,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.077,MWT.LOP.2021.078,SAMP 231,LOP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,11:27,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.078,MWT.LOP.2021.079,SAMP 232,LOP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,11:27,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.079,MWT.LOP.2021.080,SAMP 233,LOP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,11:29,11:29,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.080,MWT.LOP.2021.081,SAMP 234,LOP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,11:29,11:29,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.074,MWT.LOP.2021.082,SAMP 192,LOP,3B,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:07,15:14,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.075,MWT.LOP.2021.083,SAMP 195,LOP,3A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,9:53,15:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.076,MWT.LOP.2021.084,SAMP 196,LOP,3A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,9:53,15:25,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.077,MWT.LOP.2021.085,SAMP 197,LOP,2C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:00,15:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.078,MWT.LOP.2021.086,SAMP 198,LOP,2C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:00,15:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.079,MWT.LOP.2021.087,SAMP 203,LOP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,15:57,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.080,MWT.LOP.2021.088,SAMP 204,LOP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,15:57,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.081,MWT.LOP.2021.089,SAMP 193,LOP,3C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,11:19,16:03,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.082,MWT.LOP.2021.090,SAMP 194,LOP,3C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,11:19,16:03,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.083,MWT.LOP.2021.091,SAMP 205,LOP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,16:04,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.084,MWT.LOP.2021.092,SAMP 206,LOP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,16:04,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.085,MWT.LOP.2021.093,SAMP 207,LOP,1A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,16:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.086,MWT.LOP.2021.094,SAMP 208,LOP,1A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,16:30,16:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.087,MWT.LOP.2021.095,SAMP 224,LOP,3B,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,14:37,16:53,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.105,MWT.LOP.2021.096,SAMP 220,LOP,3B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:14,9:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.106,MWT.LOP.2021.097,SAMP 221,LOP,3B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:14,9:00,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.107,MWT.LOP.2021.098,SAMP 216,LOP,1B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,17:00,9:14,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.108,MWT.LOP.2021.099,SAMP 217,LOP,1B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,17:00,9:14,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.109,MWT.LOP.2021.100,SAMP 620,LOP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:00,9:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.110,MWT.LOP.2021.101,SAMP 621,LOP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:00,9:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.111,MWT.LOP.2021.102,SAMP 209,LOP,2A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:04,9:37,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.112,MWT.LOP.2021.103,SAMP 210,LOP,2A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:04,9:37,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.113,MWT.LOP.2021.104,SAMP 618,LOP,1C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:15,9:41,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.114,MWT.LOP.2021.105,SAMP 619,LOP,1C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:15,9:41,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.115,MWT.LOP.2021.106,SAMP 211,LOP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:57,9:44,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.116,MWT.LOP.2021.107,SAMP 212,LOP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:57,9:44,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.117,MWT.LOP.2021.108,SAMP 213,LOP,2C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:45,9:48,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.118,MWT.LOP.2021.109,SAMP 214,LOP,2C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:45,9:48,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.119,MWT.LOP.2021.110,SAMP 215,LOP,2C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:45,9:48,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.088,MWT.LOP.2021.111,SAMP 218,LOP,3A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:25,10:06,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.089,MWT.LOP.2021.112,SAMP 219,LOP,3A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:25,10:06,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.090,MWT.LOP.2021.113,SAMP 622,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:41,10:12,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.091,MWT.LOP.2021.114,SAMP 22.5,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:41,10:12,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.092,MWT.LOP.2021.115,SAMP 222,LOP,3C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:03,10:19,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.093,MWT.LOP.2021.116,SAMP 223,LOP,3C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:03,10:19,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.094,MWT.LOP.2021.117,SAMP 623,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:12,11:14,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.095,MWT.LOP.2021.118,SAMP 624,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:12,11:17,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.096,MWT.LOP.2021.119,SAMP 625,LOP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:52,11:25,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.097,MWT.LOP.2021.120,SAMP 626,LOP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:52,11:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.098,MWT.LOP.2021.121,SAMP 627,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:25,11:55,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.099,MWT.LOP.2021.122,SAMP 628,LOP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:25,11:55,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.100,MWT.LOP.2021.123,SAMP 629,LOP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:25,11:55,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.101,MWT.LOP.2021.124,SAMP 199,LOP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:57,16:34,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.102,MWT.LOP.2021.125,SAMP 200,LOP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:57,16:34,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.103,MWT.LOP.2021.126,SAMP 201,LOP,2A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:04,16:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.104,MWT.LOP.2021.127,SAMP 202,LOP,2A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,16:04,16:40,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.001,MWT.WFL.2021.001,SAMP 243,WFL,1A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,9:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.002,MWT.WFL.2021.002,SAMP 244,WFL,1A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,9:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.005,MWT.WFL.2021.003,SAMP 235,WFL,1B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,10:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.006,MWT.WFL.2021.004,SAMP 236,WFL,1B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,10:00,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.007,MWT.WFL.2021.005,SAMP 245,WFL,1C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,10:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.008,MWT.WFL.2021.006,SAMP 246,WFL,1C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:30,10:15,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.009,MWT.WFL.2021.007,SAMP 237,WFL,2A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,10:36,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.010,MWT.WFL.2021.008,SAMP 238,WFL,2A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,10:36,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.022,MWT.WFL.2021.009,SAMP 239,WFL,2B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:01,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.023,MWT.WFL.2021.010,SAMP 240,WFL,2B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:01,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.003,MWT.WFL.2021.011,SAMP 241,WFL,2C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:20,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.004,MWT.WFL.2021.012,SAMP 242,WFL,2C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:20,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.011,MWT.WFL.2021.013,SAMP 247,WFL,2D,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.012,MWT.WFL.2021.014,SAMP 248,WFL,2D,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:40,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
