YSAMP_N,MA_ID,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,CREW,COMMENTS
MWT.WFL.2021.037,SAMP 271,WFL,2C,9/10/2021,9/11/2021,11:20,12:08,FALL,11,9,2021,14,24.8,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.038,SAMP 272,WFL,2C,9/10/2021,9/11/2021,11:20,12:08,FALL,11,9,2021,15,24.8,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.039,SAMP 273,WFL,2D,9/10/2021,9/11/2021,11:40,12:15,FALL,11,9,2021,16,24.58,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.040,SAMP 274,WFL,2D,9/10/2021,9/11/2021,11:40,12:15,FALL,11,9,2021,17,24.58,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.041,SAMP 275,WFL,2E,9/10/2021,9/11/2021,11:50,12:36,FALL,11,9,2021,18,24.77,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.042,SAMP 276,WFL,2E,9/10/2021,9/11/2021,11:50,12:36,FALL,11,9,2021,19,24.77,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.043,SAMP 277,WFL,3A,9/10/2021,9/11/2021,12:30,12:51,FALL,11,9,2021,20,24.35,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.044,SAMP 278,WFL,3A,9/10/2021,9/11/2021,12:30,12:51,FALL,11,9,2021,21,24.35,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.045,SAMP 279,WFL,3A,9/10/2021,9/11/2021,12:30,12:51,FALL,11,9,2021,22,24.35,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.046,SAMP 280,WFL,3B,9/10/2021,9/11/2021,12:40,13:15,FALL,11,9,2021,23,24.58,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.047,SAMP 281,WFL,3B,9/10/2021,9/11/2021,12:40,13:15,FALL,11,9,2021,24,24.58,HOURS,MWT,MT,,"MEA, DAW, NSL",
MWT.WFL.2021.048,SAMP 282,WFL,3B,9/10/2021,9/11/2021,12:40,13:15,FALL,11,9,2021,25,24.58,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.049,SAMP 283,WFL,3C,9/10/2021,9/11/2021,13:00,13:30,FALL,11,9,2021,26,24.5,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.050,SAMP 284,WFL,3C,9/10/2021,9/11/2021,13:00,13:30,FALL,11,9,2021,27,24.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.051,SAMP 286,WFL,3C,9/11/2021,9/12/2021,13:00,9:55,FALL,12,9,2021,1,20.92,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.052,SAMP 287,WFL,3C,9/11/2021,9/12/2021,13:00,9:55,FALL,12,9,2021,2,20.92,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.053,SAMP 288,WFL,3B,9/11/2021,9/12/2021,12:40,10:00,FALL,12,9,2021,3,21.33,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.054,SAMP 289,WFL,3B,9/11/2021,9/12/2021,12:40,10:00,FALL,12,9,2021,4,21.33,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.055,SAMP 290,WFL,3B,9/11/2021,9/12/2021,12:40,10:00,FALL,12,9,2021,5,21.33,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.056,SAMP 291,WFL,3A,9/11/2021,9/12/2021,12:30,10:21,FALL,12,9,2021,6,21.85,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.057,SAMP 292,WFL,3A,9/11/2021,9/12/2021,12:30,10:21,FALL,12,9,2021,7,21.85,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.058,SAMP 293,WFL,2E,9/11/2021,9/12/2021,12:36,10:34,FALL,12,9,2021,8,21.97,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.059,SAMP 294,WFL,2E,9/11/2021,9/12/2021,12:36,10:34,FALL,12,9,2021,9,21.97,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.060,SAMP 295,WFL,2D,9/11/2021,9/12/2021,12:15,10:43,FALL,12,9,2021,10,22.47,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.061,SAMP 296,WFL,2D,9/11/2021,9/12/2021,12:15,10:43,FALL,12,9,2021,11,22.47,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.062,SAMP 297,WFL,2C,9/11/2021,9/12/2021,12:08,10:52,FALL,12,9,2021,12,22.74,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.063,SAMP 298,WFL,2C,9/11/2021,9/12/2021,12:08,10:52,FALL,12,9,2021,13,22.74,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.064,SAMP 299,WFL,2B,9/11/2021,9/12/2021,11:56,11:05,FALL,12,9,2021,14,23.87,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.065,SAMP 300,WFL,2B,9/11/2021,9/12/2021,11:56,11:05,FALL,12,9,2021,15,23.87,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.066,SAMP 301,WFL,2B,9/11/2021,9/12/2021,11:56,11:05,FALL,12,9,2021,16,23.87,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.067,SAMP 302,WFL,2A,9/11/2021,9/12/2021,11:41,11:10,FALL,12,9,2021,17,23.49,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.068,SAMP 303,WFL,2A,9/11/2021,9/12/2021,11:41,11:10,FALL,12,9,2021,18,23.49,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.069,SAMP 304,WFL,2S,9/11/2021,9/12/2021,11:29,11:15,FALL,12,9,2021,19,23.77,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.070,SAMP 305,WFL,1C,9/11/2021,9/12/2021,11:16,11:30,FALL,12,9,2021,20,24.23,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.071,SAMP 306,WFL,1C,9/11/2021,9/12/2021,11:16,11:30,FALL,12,9,2021,21,24.23,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.072,SAMP 307,WFL,1C,9/11/2021,9/12/2021,11:16,11:30,FALL,12,9,2021,22,24.23,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.073,SAMP 308,WFL,1B,9/11/2021,9/12/2021,11:04,11:45,FALL,12,9,2021,23,24.05,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.074,SAMP 309,WFL,1B,9/11/2021,9/12/2021,11:04,11:45,FALL,12,9,2021,24,24.05,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.075,SAMP 310,WFL,1A,9/11/2021,9/12/2021,10:45,12:10,FALL,12,9,2021,25,25.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.076,SAMP 311,WFL,1A,9/11/2021,9/12/2021,10:45,12:10,FALL,12,9,2021,26,25.42,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.HRM.2021.001,SAMP 312,HRM_BW2,1,9/23/2021,9/24/2021,16:00,10:00,FALL,24,9,2021,1,18,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.002,SAMP 313,HRM_BW2,1,9/23/2021,9/24/2021,16:00,10:00,FALL,24,9,2021,2,18,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.003,SAMP 314,HRM_SHI,1,9/23/2021,9/24/2021,15:45,10:35,FALL,24,9,2021,1,18.83,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.004,SAMP 315,HRM_SHI,1,9/23/2021,9/24/2021,15:45,10:35,FALL,24,9,2021,2,18.83,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.005,SAMP 316,HRM_FOR,1,9/23/2021,9/24/2021,15:30,11:30,FALL,24,9,2021,1,20,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.006,SAMP 317,HRM_FOR,1,9/23/2021,9/24/2021,15:30,12:08,FALL,24,9,2021,2,20.63,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.007,SAMP 318,HRM_FOR,1,9/23/2021,9/24/2021,15:30,12:15,FALL,24,9,2021,3,20.75,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.008,SAMP 319,HRM_BAR,1,9/23/2021,9/24/2021,15:00,13:00,FALL,24,9,2021,1,22,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.009,SAMP 320,HRM_BAR,1,9/23/2021,9/24/2021,15:00,13:00,FALL,24,9,2021,2,22,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.010,SAMP 321,HRM_BAR,1,9/23/2021,9/24/2021,15:00,13:00,FALL,24,9,2021,3,22,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.011,SAMP 322,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,1,21.7,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.012,SAMP 323,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,2,21.7,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.013,SAMP 324,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,3,21.7,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.014,SAMP 325,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.015,SAMP 327,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:57,FALL,25,9,2021,2,22.7,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.016,SAMP 326,HRM_FOR,1,9/24/2021,9/25/2021,12:15,11:10,FALL,25,9,2021,3,22.92,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.017,SAMP 329,HRM_SHI,1,9/24/2021,9/25/2021,10:35,11:50,FALL,25,9,2021,1,25.25,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.018,SAMP 328,HRM_SHI,1,9/24/2021,9/25/2021,10:35,11:54,FALL,25,9,2021,2,25.32,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.019,SAMP 330,HRM_SHI,1,9/24/2021,9/25/2021,10:35,12:38,FALL,25,9,2021,3,26.05,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.020,SAMP 331,HRM_BW2,1,9/24/2021,9/25/2021,10:00,12:38,FALL,25,9,2021,1,26.63,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.021,SAMP 332,HRM_BW2,1,9/24/2021,9/25/2021,10:00,12:38,FALL,25,9,2021,2,26.63,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.022,SAMP 333,HRM_BW2,1,9/24/2021,9/25/2021,10:00,12:38,FALL,25,9,2021,3,26.63,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.023,SAMP 334,HRM_BW2,1,9/25/2021,9/26/2021,12:38,9:56,FALL,26,9,2021,1,21.3,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.024,SAMP 335,HRM_BW2,1,9/25/2021,9/26/2021,12:38,9:56,FALL,26,9,2021,2,21.3,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.025,SAMP 336,HRM_BW2,1,9/25/2021,9/26/2021,12:38,9:56,FALL,26,9,2021,3,21.3,HOURS,MWT,MMT,,MEA,
MWT.HRM.2021.026,SAMP 337,HRM_SHI,1,9/25/2021,9/26/2021,12:30,10:20,FALL,26,9,2021,1,21.83,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.027,SAMP 338,HRM_SHI,1,9/25/2021,9/26/2021,12:30,10:20,FALL,26,9,2021,2,21.83,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.028,SAMP 339,HRM_SHI,1,9/25/2021,9/26/2021,12:30,10:20,FALL,26,9,2021,3,21.83,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.029,SAMP 340,HRM_FOR,1,9/25/2021,9/26/2021,11:15,11:00,FALL,26,9,2021,1,23.75,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.030,SAMP 341,HRM_FOR,1,9/25/2021,9/26/2021,12:15,11:15,FALL,26,9,2021,2,23,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.031,SAMP 342,HRM_FOR,1,9/25/2021,9/26/2021,13:15,11:15,FALL,26,9,2021,3,22,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.032,SAMP 343,HRM_BAR,1,9/25/2021,9/26/2021,10:05,12:30,FALL,26,9,2021,1,25.7,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.033,SAMP 344,HRM_BAR,1,9/25/2021,9/26/2021,10:05,12:30,FALL,26,9,2021,2,25.7,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.034,SAMP 345,HRM_BAR,1,9/25/2021,9/26/2021,10:05,12:30,FALL,26,9,2021,3,25.7,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.035,SAMP 346,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.036,SAMP 347,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:55,FALL,26,9,2021,5,3.92,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.037,SAMP 348,HRM_BW2,1,9/26/2021,9/26/2021,10:00,14:05,FALL,26,9,2021,6,4.8,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.038,SAMP 349,HRM_SHI,1,9/26/2021,9/26/2021,10:20,14:37,FALL,26,9,2021,4,4.29,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.039,SAMP 350,HRM_SHI,1,9/26/2021,9/26/2021,10:20,14:40,FALL,26,9,2021,5,4.34,HOURS,MWT,MMT,DFB,MEA,
MWT.HRM.2021.040,SAMP 351,HRM_SHI,1,9/26/2021,9/26/2021,10:20,14:40,FALL,26,9,2021,6,4.34,HOURS,MWT,MMT,DFB,MEA,
MWT.PRL.2021.001,SAMP 352,PRL,3,6/22/2021,6/23/2021,9:00,8:34,SUMMER,23,6,2021,1,23.57,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.002,SAMP 353,PRL,3,6/22/2021,6/23/2021,9:00,8:38,SUMMER,23,6,2021,2,23.63,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.003,SAMP 354,PRL,3,6/22/2021,6/23/2021,9:00,8:40,SUMMER,23,6,2021,3,23.67,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.004,SAMP 355,PRL,3,6/22/2021,6/23/2021,9:00,8:42,SUMMER,23,6,2021,4,23.7,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.005,SAMP 356,PRL,3,6/22/2021,6/23/2021,9:00,8:46,SUMMER,23,6,2021,5,23.77,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.006,SAMP 357,PRL,3,6/22/2021,6/23/2021,9:00,8:52,SUMMER,23,6,2021,6,23.87,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.007,SAMP 358,PRL,3,6/22/2021,6/23/2021,9:00,8:58,SUMMER,23,6,2021,7,23.97,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.008,SAMP 359,PRL,3,6/22/2021,6/23/2021,9:00,9:00,SUMMER,23,6,2021,8,24,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.009,SAMP 360,PRL,3,6/22/2021,6/23/2021,9:00,9:02,SUMMER,23,6,2021,9,24.3,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.010,SAMP 361,PRL,3,6/22/2021,6/23/2021,9:00,9:06,SUMMER,23,6,2021,10,24.1,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.011,SAMP 362,PRL,3,6/22/2021,6/23/2021,9:00,9:10,SUMMER,23,6,2021,11,24.17,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.012,SAMP 363,PRL,3,6/22/2021,6/23/2021,9:00,9:12,SUMMER,23,6,2021,12,24.2,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.013,SAMP 364,PRL,3,6/22/2021,6/23/2021,9:00,9:15,SUMMER,23,6,2021,13,24.25,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.014,SAMP 365,PRL,3,6/22/2021,6/23/2021,9:00,9:19,SUMMER,23,6,2021,14,24.32,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.015,SAMP 366,PRL,3,6/22/2021,6/23/2021,9:00,9:25,SUMMER,23,6,2021,15,24.42,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.016,SAMP 367,PRL,3,6/22/2021,6/23/2021,9:00,9:32,SUMMER,23,6,2021,16,24.53,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.017,SAMP 368,PRL,3,6/22/2021,6/23/2021,9:00,9:37,SUMMER,23,6,2021,17,24.62,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.018,SAMP 369,PRL,3,6/22/2021,6/23/2021,9:00,9:38,SUMMER,23,6,2021,18,24.63,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.019,SAMP 370,PRL,3,6/22/2021,6/23/2021,9:00,9:45,SUMMER,23,6,2021,19,24.75,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.020,SAMP 371,PRL,3,6/22/2021,6/23/2021,9:00,9:47,SUMMER,23,6,2021,20,24.78,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.021,SAMP 398,PRL,2,6/23/2021,6/24/2021,10:00,8:08,SUMMER,24,6,2021,1,22.13,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.022,SAMP 399,PRL,2,6/23/2021,6/24/2021,11:00,8:09,SUMMER,24,6,2021,2,21.15,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.023,SAMP 400,PRL,2,6/23/2021,6/24/2021,12:00,8:11,SUMMER,24,6,2021,3,20.18,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.024,SAMP 401,PRL,2,6/23/2021,6/24/2021,13:00,8:16,SUMMER,24,6,2021,4,19.27,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.025,SAMP 402,PRL,2,6/23/2021,6/24/2021,14:00,8:17,SUMMER,24,6,2021,5,18.28,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.026,SAMP 403,PRL,2,6/23/2021,6/24/2021,15:00,8:19,SUMMER,24,6,2021,6,17.32,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.027,SAMP 404,PRL,2,6/23/2021,6/24/2021,16:00,8:21,SUMMER,24,6,2021,7,16.35,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.028,SAMP 405,PRL,2,6/23/2021,6/24/2021,17:00,8:22,SUMMER,24,6,2021,8,15.37,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.029,SAMP 406,PRL,2,6/23/2021,6/24/2021,18:00,8:24,SUMMER,24,6,2021,9,14.4,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.030,SAMP 407,PRL,2,6/23/2021,6/24/2021,19:00,8:27,SUMMER,24,6,2021,10,13.45,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.031,SAMP 408,PRL,2,6/23/2021,6/24/2021,19:00,8:32,SUMMER,24,6,2021,11,13.53,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.032,SAMP 409,PRL,2,6/23/2021,6/24/2021,19:00,8:34,SUMMER,24,6,2021,12,13.57,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.033,SAMP 410,PRL,2,6/23/2021,6/24/2021,19:00,8:40,SUMMER,24,6,2021,13,13.67,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.034,SAMP 411,PRL,2,6/23/2021,6/24/2021,19:00,8:44,SUMMER,24,6,2021,14,13.73,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.035,SAMP 412,PRL,2,6/23/2021,6/24/2021,19:00,8:46,SUMMER,24,6,2021,15,13.77,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.036,SAMP 413,PRL,2,6/23/2021,6/24/2021,19:00,8:50,SUMMER,24,6,2021,16,13.83,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.037,SAMP 414,PRL,2,6/23/2021,6/24/2021,19:00,8:55,SUMMER,24,6,2021,17,13.92,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.038,SAMP 415,PRL,2,6/23/2021,6/24/2021,19:00,8:56,SUMMER,24,6,2021,18,13.93,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.039,SAMP 372,PRL,1,6/24/2021,6/25/2021,10:00,8:40,SUMMER,25,6,2021,1,22.67,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.040,SAMP 373,PRL,1,6/24/2021,6/25/2021,10:00,8:43,SUMMER,25,6,2021,2,22.72,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.041,SAMP 374,PRL,1,6/24/2021,6/25/2021,10:00,8:45,SUMMER,25,6,2021,3,22.75,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.042,SAMP 375,PRL,1,6/24/2021,6/25/2021,10:00,8:46,SUMMER,25,6,2021,4,22.77,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.043,SAMP 376,PRL,1,6/24/2021,6/25/2021,10:00,8:49,SUMMER,25,6,2021,5,22.82,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.044,SAMP 377,PRL,1,6/24/2021,6/25/2021,10:00,8:51,SUMMER,25,6,2021,6,22.85,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.045,SAMP 378,PRL,1,6/24/2021,6/25/2021,10:00,8:53,SUMMER,25,6,2021,7,22.88,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.046,SAMP 379,PRL,1,6/24/2021,6/25/2021,10:00,8:57,SUMMER,25,6,2021,8,22.95,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.047,SAMP 380,PRL,1,6/24/2021,6/25/2021,10:00,8:57,SUMMER,25,6,2021,9,22.95,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.048,SAMP 381,PRL,1,6/24/2021,6/25/2021,10:00,8:57,SUMMER,25,6,2021,10,22.95,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.049,SAMP 382,PRL,1,6/24/2021,6/25/2021,10:00,9:00,SUMMER,25,6,2021,11,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.050,SAMP 383,PRL,1,6/24/2021,6/25/2021,10:00,9:01,SUMMER,25,6,2021,12,23.2,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.051,SAMP 384,PRL,1,6/24/2021,6/25/2021,10:00,9:09,SUMMER,25,6,2021,13,23.15,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.052,SAMP 385,PRL,1,6/24/2021,6/25/2021,10:00,9:01,SUMMER,25,6,2021,14,23.2,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.053,SAMP 386,PRL,1,6/24/2021,6/25/2021,10:00,9:09,SUMMER,25,6,2021,15,23.15,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.054,SAMP 387,PRL,1,6/24/2021,6/25/2021,10:00,9:10,SUMMER,25,6,2021,16,23.17,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.055,SAMP 388,PRL,1,6/24/2021,6/25/2021,10:00,9:15,SUMMER,25,6,2021,17,23.25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.056,SAMP 389,PRL,1,6/24/2021,6/25/2021,10:00,9:15,SUMMER,25,6,2021,18,23.25,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.057,SAMP 390,PRL,1,6/29/2021,6/30/2021,16:00,13:05,SUMMER,30,6,2021,1,21.8,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.058,SAMP 391,PRL,1,6/29/2021,6/30/2021,16:00,13:06,SUMMER,30,6,2021,2,21.1,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.059,SAMP 392,PRL,1,6/29/2021,6/30/2021,16:00,13:06,SUMMER,30,6,2021,3,21.1,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.060,SAMP 393,PRL,1,6/29/2021,6/30/2021,16:00,13:45,SUMMER,30,6,2021,4,21.75,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.061,SAMP 558,PRL,3,6/30/2021,7/1/2021,14:00,13:38,SUMMER,1,7,2021,1,23.63,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.062,SAMP 559,PRL,3,6/30/2021,7/1/2021,14:00,13:38,SUMMER,1,7,2021,2,23.63,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.063,SAMP 560,PRL,3,6/30/2021,7/1/2021,14:00,13:38,SUMMER,1,7,2021,3,23.63,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.064,SAMP 561,PRL,3,6/30/2021,7/1/2021,14:00,13:38,SUMMER,1,7,2021,4,23.63,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.065,SAMP 394,PRL,1,7/1/2021,7/2/2021,16:00,1:45,SUMMER,2,7,2021,1,9.75,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.066,SAMP 395,PRL,1,7/1/2021,7/2/2021,16:00,1:45,SUMMER,2,7,2021,2,9.75,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.067,SAMP 396,PRL,1,7/1/2021,7/2/2021,16:00,1:45,SUMMER,2,7,2021,3,9.75,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.068,SAMP 397,PRL,1,7/1/2021,7/2/2021,16:00,1:45,SUMMER,2,7,2021,4,9.75,HOURS,MWT,MMT,,"MEA, DAW",
MWT.PRL.2021.069,SAMP 416,PRL,1B,8/9/2021,8/10/2021,17:00,8:22,SUMMER,10,8,2021,1,15.37,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.070,SAMP 417,PRL,1B,8/9/2021,8/10/2021,17:00,8:22,SUMMER,10,8,2021,2,15.37,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.071,SAMP 418,PRL,1C,8/9/2021,8/10/2021,17:00,8:25,SUMMER,10,8,2021,3,15.42,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.072,SAMP 419,PRL,1C,8/9/2021,8/10/2021,17:00,8:25,SUMMER,10,8,2021,4,15.42,HOURS,MWT,MPT,,"MEA, DAW",
