YSAMP_N,FISH_N,Sample_ID,AIREY_N,GEN_N,ORDER,FAMILY,GENUS,SPECIES,TAXA,CODE,LENGTH,WEIGHT,OTOLITH.WEIGHT,SIA_PREPPED,X,FIN,BLOOD,GUT,HEAD,OTOLITH,MAXILLA,OPERCULAR,TISS_SAMP,DRY_W,GONAD,DISEASE,PIC,ARCH,ARCH_N,REMOVED,DEAD,MOLT_S,PANEL_N,COMMENTS.x,OLD_YSAMP_N,STATUS,TAG_CLAR,TAG_MIGR,TAG_FRAG,TAG_CLAR_SHRD,TAG_MIGR_SHRD,TAG_FRAG_SHRD,STK_N,ORIGIN,STR,YR_CL,AGE,AGE_TECH,AGED_BY,X.1,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS.y,SHB_N,REACH_LENGTH,COMMENTS.1,RUN,sample_weight_mg,N2_AMP,N_percent,d15N,CO2_AMP,C_percent,d13C,CO2_Area,d18OVPDB
MWT.TPP.2021.026,BB.TPP.062721.MWT.003,MA-21-545,545,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,94,9.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,9:36,SUMMER,27,6,2021,3,16.1,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.034,CC.TPP.062721.MWT.002,MA-21-546,546,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,76,4.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,18:00,10:15,SUMMER,27,6,2021,11,16.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.034,FHM.TPP.062721.MWT.003,MA-21-547,547,,CYPRINIFORMES,LEUCISCIDAE,PIMEPHALES,PROMELAS,FATHEAD MINNOW,FHM,55,1.5,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,18:00,10:15,SUMMER,27,6,2021,11,16.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.026,BB.TPP.062721.MWT.001,MA-21-548,548,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,189,83.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,9:36,SUMMER,27,6,2021,3,16.1,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.025,FSD-NRD.TPP.062721.MWT.005,MA-21-549,549,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,65,3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,8:54,SUMMER,27,6,2021,2,15.4,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.025,FSD-NRD.TPP.062721.MWT.001,MA-21-550,550,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,45,0.8,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,8:54,SUMMER,27,6,2021,2,15.4,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.025,FSD-NRD.TPP.062721.MWT.004,MA-21-551,551,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,45,0.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,8:54,SUMMER,27,6,2021,2,15.4,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.025,FSD-NRD.TPP.062721.MWT.003,MA-21-552,552,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,52,1.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,8:54,SUMMER,27,6,2021,2,15.4,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.025,FSD-NRD.TPP.062721.MWT.002,MA-21-553,553,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,52,1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,17:30,8:54,SUMMER,27,6,2021,2,15.4,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.077,ST.PRL.081021.MWT.001,MA-21-554,554,,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,92,7.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,2C,8/9/2021,8/10/2021,17:00,9:20,SUMMER,10,8,2021,9,16.33,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLN11,CC_COM _6292021_GLN_001,MA-21-555,555,CC_COM _6292021_GLN_001,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,NA,NA,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM ,9,6/29/2021,6/29/2021,10:30,11:00,SUMMER,180,6,2021,1,30:00:00,MINUTES,GLN,GLN1.5,,50,2.4,NA,NA,NA,NA,NA,NA,NA,NA,,,"MEA, DAW",NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLN11,CC_COM _6292021_GLN_002,MA-21-556,556,CC_COM _6292021_GLN_002,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,NA,NA,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM ,9,6/29/2021,6/29/2021,10:30,11:00,SUMMER,180,6,2021,1,30:00:00,MINUTES,GLN,GLN1.5,,50,2.4,NA,NA,NA,NA,NA,NA,NA,NA,,,"MEA, DAW",NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLN11,CC_COM _6292021_GLN_003,MA-21-557,557,CC_COM _6292021_GLN_003,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,NA,NA,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM ,9,6/29/2021,6/29/2021,10:30,11:00,SUMMER,180,6,2021,1,30:00:00,MINUTES,GLN,GLN1.5,,50,2.4,NA,NA,NA,NA,NA,NA,NA,NA,,,"MEA, DAW",NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.095,CC.PRL.081121.MWT.002,MA-21-558,558,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,86,9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/10/2021,8/11/2021,9:33,9:58,SUMMER,11,8,2021,8,24.42,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.091,BND.PRL.081121.MWT.001,MA-21-559,559,,CYPRINOFORMES,LEUCISCIDAE,RHINICHTHYS,ATRATULUS,E. BLACKNOSE DACE,BND,NA,2.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,2B,8/10/2021,8/11/2021,9:06,9:43,SUMMER,11,8,2021,4,24.62,HOURS,MWT,MPT,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.091,BND.PRL.081121.MWT.002,MA-21-560,560,,CYPRINOFORMES,LEUCISCIDAE,RHINICHTHYS,ATRATULUS,E. BLACKNOSE DACE,BND,NA,2.6,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,2B,8/10/2021,8/11/2021,9:06,9:43,SUMMER,11,8,2021,4,24.62,HOURS,MWT,MPT,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.095,CC.PRL.081121.MWT.001,MA-21-561,561,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,167,45.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/10/2021,8/11/2021,9:33,9:58,SUMMER,11,8,2021,8,24.42,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.PRL.2021.095,CC.PRL.081121.MWT.003,MA-21-562,562,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,135,26.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/10/2021,8/11/2021,9:33,9:58,SUMMER,11,8,2021,8,24.42,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLN6,ST_PRL_8112021_GLN_001,MA-21-564,564,ST_PRL_8112021_GLN_001,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,338,560.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3,8/11/2021,8/11/2021,11:16,11:45,SUMMER,223,8,2021,2,29:00:00,MINUTES,GLN,GLN1.5,,50,2.4,NA,NA,NA,NA,NA,NA,NA,NA,,,"MEA, DAW",NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.COM.2021.044,NRD.COM.081121.MWT.004,MA-21-566,566,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,64,2.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,14,24.41,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.COM.2021.044,NRD.COM.081121.MWT.005,MA-21-567,567,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,55,1.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,14,24.41,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.14,"5,280",13.76,7.49,"2,563",47.24,-29.6,,NA
MWT.COM.2021.044,NRD.COM.081121.MWT.007,MA-21-568,568,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,71,3.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,14,24.41,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.13,"5,223",13.63,7.52,"2,553",47.29,-28.95,,NA
MWT.COM.2021.044,NRD.COM.081121.MWT.006,MA-21-569,569,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,58,1.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,14,24.41,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.97,"4,589",14.03,7.68,"2,190",46.84,-29.45,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.001,MA-21-570,570,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,103,12.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.975,"4,542",13.77,7.87,"2,173",46.11,-25.06,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.010,MA-21-571,571,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,97,9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.011,"4,933",14.49,8.09,"2,327",47.84,-24.91,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.006,MA-21-572,572,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,86,75,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.973,"4,545",13.84,7.14,"2,184",46.45,-24.74,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.008,MA-21-573,573,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,92,8.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.035,"4,870",13.83,7.46,"2,329",46.65,-24.11,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.004,MA-21-574,574,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,90,7.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.019,"4,577",13.18,7.76,"2,169",43.79,-24.22,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.009,MA-21-575,575,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,99,13.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.109,"5,264",13.96,8.19,"2,507",47.04,-24.03,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.003,MA-21-576,576,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,88,7.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.081,"5,161",14.07,7,"2,423",46.44,-25.27,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.002,MA-21-577,577,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,94,11.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.086,"5,129",13.84,8.08,"2,429",46.18,-24.05,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.011,MA-21-578,578,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,66,3.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.135,"5,399",13.9,6.75,"2,578",47.08,-26.66,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.005,MA-21-579,579,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,76,5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,1.068,"5,021",13.8,7.28,"2,435",47.03,-26.5,,NA
MWT.PRL.2021.079,CC.PRL.081021.MWT.007,MA-21-580,580,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,80,5.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.991,"4,719",13.98,6.84,"2,238",46.43,-25.15,,NA
MWT.COM.2021.037,CC.COM.081121.MWT.005,MA-21-581,581,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,96,8.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,2B,8/10/2021,8/11/2021,15:15,16:47,SUMMER,11,8,2021,7,25.53,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.976,"4,748",14.22,8.19,"2,230",46.84,-29.16,,NA
MWT.COM.2021.037,CC.COM.081121.MWT.004,MA-21-582,582,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,154,36.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,2B,8/10/2021,8/11/2021,15:15,16:47,SUMMER,11,8,2021,7,25.53,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.934,"4,347",13.61,7.93,"2,116",46.12,-28.51,,NA
MWT.COM.2021.031,NRD.COM.081121.MWT.001,MA-21-583,583,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,58,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,1B,8/10/2021,8/11/2021,14:40,16:10,SUMMER,11,8,2021,1,25.5,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,5,0.977,"4,383",13.19,7.71,"2,167",45.44,-29.34,,NA
