ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,Richness,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61519,6.3,421,St. Lawrence - Canada,Sylvan Falls ,-74.64406944,44.58700556,4.06,0,27,3.67,12.9,0.017,3,2.27,0.49,0.552,5.22
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7869,1.6,393,St. Lawrence - Canada,Sylvan Falls ,-74.69240833,44.58756111,3.52,0,46.1,1.53,15.4,0.021,4.5,2.36,0.46,0.604,5.74
1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,235542,3.4,437,St. Lawrence - Canada,Lake 0zonia,-74.60545556,44.51200833,4.14,0,74.9,1.31,8.8,0.014,0.9,2.59,0.76,0.202,6.27
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5800,0.8,478,St. Lawrence - Canada,Lake 0zonia ,-74.53572778,44.51256111,3.94,0,65.6,1.75,14,0.011,6.3,2.59,0.62,0.388,5.92
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2416,0.5,474,St. Lawrence - Canada,Lake 0zonia ,-74.51628056,44.51506111,1.47,0,327.5,4.85,21.7,0.131,8.2,5.47,0.98,1.551,6.62
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,352304,2.2,476,St. Lawrence - Canada,Upper Saranac Lake ,-74.48128056,44.36506111,4.54,NA,149.1,2.14,2.8,0.006,2,3.25,0.73,0.021,7.35
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,146888,7.5,493,St. Lawrence - Canada,Upper Saranac Lake ,-74.47739167,44.34311667,4.98,NA,100.1,1.52,7.3,0.013,5.1,2.86,0.67,0.055,6.6
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,715649,10.7,496,St. Lawrence - Canada,Upper Saranac Lake ,-74.44738889,44.34839444,5.16,0,9.6,0.24,3.3,0.009,0,1.85,0.43,0.013,5.64
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,386936,0.8,518,St. Lawrence - Canada,Upper Saranac Lake ,-74.43072222,44.35783611,4.46,0.02,58,0.95,3.3,0.003,2,2.4,0.53,0,6.88
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1779734,12.3,503,St. Lawrence - Canada,Upper Saranac Lake ,-74.451,44.36950556,5.37,NA,83.5,0.98,4.5,0.006,0.3,2.83,0.63,0.009,6.93
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,502225,1.7,486,St. Lawrence - Canada,St Regis Mtn. ,-74.39571944,44.39589167,5,0.04,202.5,2.5,3,0.004,6.2,3.99,0.9,0.022,7.48
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176009,2.1,489,St. Lawrence - Canada,St Regis Mtn. ,-74.39071944,44.38394722,5.8,0,84.9,1.5,3.5,0.002,3.9,3.03,0.74,0.06,6.72
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,304499,2.6,496,St. Lawrence - Canada,St Regis Mtn.,-74.38683056,44.38089167,4.77,0,68.2,1,8.4,0.008,3.8,2.49,0.71,0.086,6.49
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,425637,3.1,486,St. Lawrence - Canada,St Regis Mtn. ,-74.38405278,44.39505833,6.2,0,81.8,1.22,4.2,0.013,4,3.15,0.74,0.076,7
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3268409,12.4,486,St. Lawrence - Canada,St Regis Mtn. ,-74.37794167,44.39505833,5.82,0,67.2,0.76,5.4,0.007,4.1,2.87,0.66,0.129,6.65
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36675,4,487,St. Lawrence - Canada,St Regis Mtn. ,-74.36016389,44.39255833,3.26,0,170,1.91,6.7,0.016,8.8,3.07,0.72,0.148,6.73
1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41204,2.4,503,St. Lawrence - Canada,St Regis Mtn. ,-74.34183056,44.39033611,5.56,0,6.3,0.22,5,0.017,0.3,1.92,0.42,0.054,5.59
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,589818,4.8,510,St. Lawrence - Canada,St Regis Mtn. ,-74.36460833,44.38339167,5.58,0,83.9,1.19,3.8,0.004,1.4,2.98,0.74,0.004,6.92
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,519947,2.7,492,St. Lawrence - Canada,St Regis Mtn. ,-74.34210833,44.38616944,6.43,0,72.3,0.98,7.5,0.007,6.7,2.7,0.7,0.292,6.11
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125215,7.9,503,St. Lawrence - Canada,St Regis Mtn. ,-74.34683056,44.37700278,5.34,0,23.9,1.22,16.1,0.018,2.9,2.59,0.6,0.75,5.26
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7592260,58,493,St. Lawrence - Canada,Upper Saranac Lake ,-74.29266111,44.382,6.84,0,43.7,0.54,3.7,0.005,3.2,2.76,0.67,0.012,6.77
0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59055,3.6,493,St. Lawrence - Canada,St Regis Mtn. ,-74.30238333,44.37727778,3.03,0,-0.9,0.56,5.3,0.031,0,0.99,0.26,0.072,5.13
1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73883,0.7,491,St. Lawrence - Canada,Upper Saranac Lake ,-74.31155,44.36672222,5.77,0,43.6,1.91,21.2,0.022,5.6,3.23,0.77,0.067,5.2
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16592,0.8,494,St. Lawrence - Canada,Upper Saranac Lake ,-74.31349444,44.37061111,5.74,NA,23.9,3.05,20,NA,5.6,3.26,0.87,0.81,4.98
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36157,5,334,St. Lawrence - Canada,Nicholville ,-74.62906944,44.66311389,2.05,0,130.4,2.27,15.7,0.045,5.5,3.3,0.5,1.144,6.39
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2035883,18.7,424,St. Lawrence - Canada,Lake 0zonia ,-74.54128333,44.61116944,4.79,0,112.6,1.56,6.6,0.006,1.3,3.13,0.65,0.046,6.93
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,11395910,39.4,421,St. Lawrence - Canada,Lake 0zonia ,-74.59073333,44.57950556,4.89,0,159.6,2.13,4.2,0.01,1.2,3.62,0.78,0.02,7.28
0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21840,3.6,410,St. Lawrence - Canada,Lake 0zonia ,-74.57461944,44.59089444,7.99,0,404.6,5.29,5.3,0.014,7.2,7.05,0.94,0.066,7.61
0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23966,3.1,395,St. Lawrence - Canada,St. Regis Falls ,-74.50044722,44.66144722,6.41,NA,1208.4,15.22,8.3,0.024,0.6,16.37,0.6,0.107,8.72
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100766,9.7,490,St. Lawrence - Canada,Meacham Lake ,-74.34599444,44.53116667,4.31,0,46.2,0.84,7.6,0.031,0.9,2.02,0.74,0.398,6.33
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,220257,3,474,St. Lawrence - Canada,Meacham Lake,-74.29293611,44.51505556,6.32,0,244.1,3.02,5.3,0.002,6.9,4.67,1.25,0.203,7.03
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,133466,4.6,474,St. Lawrence - Canada,Meacham Lake ,-74.29376944,44.50866667,5.46,0,118.9,1.78,5.5,0.004,3.2,2.95,0.8,0.056,6.51
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1277839,17,483,St. Lawrence - Canada,St Regis Mtn. ,-74.29793611,44.48394444,5.81,0,43.2,0.24,10.7,0.028,2.2,2.21,0.61,0.144,6.11
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,383245,4.7,488,St. Lawrence - Canada,St Regis Mtn. ,-74.30321389,44.49644444,3.77,0,7.9,0.27,3.4,0.022,0,0.99,0.25,0.054,5.67
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34352,4.4,503,St. Lawrence - Canada,St Regis Mtn.,-74.25404722,44.49227778,6,0,110.9,2.46,9.7,0.021,5.4,2.78,1.13,0.42,6.01
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,730878,56.2,504,St. Lawrence - Canada,Bloomingdale ,-74.20015556,44.45033056,5.94,0,322.4,3.54,8,0.014,3.8,6.26,1.79,0.535,6.89
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1169737,99.7,405,St. Lawrence - Canada,Santa Clara ,-74.45433333,44.63478056,3.51,NA,215.8,2.67,15.4,NA,5.9,4.52,1.13,0.864,6.86
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1368,0.2,460,St. Lawrence - Canada,Lake 0zonia ,-74.500725,44.51867222,6.18,0.04,212.8,3.14,3.7,0.01,8.5,4.33,1.08,0.162,6.88
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,674322,73.1,484,St. Lawrence - Canada,Meno ,-74.39488611,44.51894722,3.32,0.01,77.3,2.08,10.5,0.029,2,2.04,0.59,0.559,5.98
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,168026,4.7,480,St. Lawrence - Canada,St Regis Mtn. ,-74.31877222,44.46866667,6.52,0.01,273.8,3.24,6.3,0.014,8.7,4.78,1.08,0.48,6.85
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6137,0.9,494,St. Lawrence - Canada,St Regis Mtn. ,-74.30432778,44.43616667,6.63,0,142.7,3.16,5.6,0.032,5.6,3.49,1.22,0.104,6.53
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111233,5.4,509,St. Lawrence - Canada,St Regis Mtn. ,-74.29877222,44.43922222,5.37,0,128.7,1.84,7,0.031,6.8,3.7,0.95,0.033,6.81
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7606124,50.7,494,St. Lawrence - Canada,St Regis Mtn. ,-74.27043611,44.43172222,4,0,229.4,2.75,6.3,0.056,5.3,3.92,2.45,0.159,7.4
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5036554,30.5,494,St. Lawrence - Canada,St Regis Mtn. ,-74.25710278,44.42311111,4.24,0,166.1,1.96,4.1,0.015,3.4,3.09,1.48,0.034,7.47
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114918,3.9,499,St. Lawrence - Canada,St Regis Mtn. ,-74.28293889,44.3845,5.04,0,31.1,0.79,5.5,0.016,0,1.66,0.54,0.055,6.07
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70393,0.4,506,St. Lawrence - Canada,St Regis Mtn. ,-74.29960556,44.42811111,4.79,0,-7.6,0.25,5.4,0.01,1.1,1.4,0.34,0.068,5.32
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70245,2.3,271,St. Lawrence,West Pierrepont ,-75.03686667,44.44339444,2.95,0,227.6,5.86,10.1,0.022,3,3.86,0.39,0.147,6.3
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4269,0.9,289,St. Lawrence,West Pierrepont ,-75.00464167,44.46783889,2.69,NA,671.8,10.52,13.4,0.036,5.7,8.7,0.91,0.434,6.81
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48819,8.1,302,St. Lawrence,Albert Marsh ,-74.98491944,44.44534167,5.17,0,492.8,5.65,8.5,0.014,3.9,10.88,0.48,0.044,7.57
0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28861,1.1,332,St. Lawrence,Albert Marsh ,-74.96130833,44.46534167,3.76,0,112.8,1.86,10.2,0.02,0,3.12,0.61,0.009,6.48
0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,73328,8.4,413,St. Lawrence,Stark ,-74.86546944,44.39284167,4.07,0,81.5,2.74,12.3,0.019,2.5,2.48,0.49,0.203,5.98
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,191825,13.8,449,St. Lawrence,Stark ,-74.82935556,44.38423056,4.88,0,76.7,1.65,9.2,0.021,4.2,2.27,0.63,0.315,6.24
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9410,1,238,St. Lawrence,West Pierrepont ,-75.0702,44.40339444,3.33,NA,195,3.99,20.2,0.034,6.2,4.24,0.92,1.115,6.25
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,187112,8.8,419,St. Lawrence,Tooley Pond ,-74.94658333,44.32589444,3.92,0.04,140.2,3.04,10.5,0.019,4.8,2.93,0.63,0.322,6.25
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14846,1.9,419,St. Lawrence,Tooley Pond ,-74.94825,44.31811667,3.9,0,21.6,1.63,9.9,0.01,1.5,1.69,0.56,0.24,5.34
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,182433,0.6,395,St. Lawrence,Stark ,-74.87185833,44.391175,4.73,0,176.7,3.06,10.1,0.013,0.6,3.99,0.83,0.15,6.66
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94762,4.9,442,St. Lawrence,Brother Ponds ,-74.81268889,44.34950556,4.99,0,132.6,2.2,3.2,0.011,4.4,2.97,0.86,0.023,6.87
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111110,12.4,445,St. Lawrence,Brother Ponds ,-74.80935556,44.33700556,5.9,0.02,206.3,2.84,3.2,0.009,4,4.23,1.1,0.057,7.24
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,280930,12.9,445,St. Lawrence,Brother Ponds ,-74.85519167,44.33561667,5.46,0,108,1.58,4,0.016,2.2,3.06,0.74,0.02,6.96
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,117717,4.8,363,St. Lawrence,Tooley Pond ,-74.97936389,44.34006111,4.43,0,227.8,4.9,7.3,0.014,6.5,4.69,0.76,0.358,6.52
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20659,2.8,431,St. Lawrence,Newton Falls ,-74.95186111,44.24256111,5.48,0.07,154.8,3.4,11.8,0.025,7.4,3.57,0.84,0.736,6.26
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,930562,11.4,432,St. Lawrence,Newton Falls ,-74.95047222,44.24783889,5.04,0,82,0.88,4.5,0.01,0.1,2.53,0.53,0.026,7.01
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,106910,4,443,St. Lawrence,Brother Ponds ,-74.83907778,44.28672778,3.68,0,37.2,2.46,14.7,0.024,2,1.77,0.4,0.913,5.29
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24100,4.2,442,St. Lawrence,Brother Ponds ,-74.83907778,44.28867222,3.55,0.04,84.8,2.99,22.1,0.026,5.7,2.7,0.56,0.034,5.61
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,234084,13.4,443,St. Lawrence,Brother Ponds ,-74.82991111,44.29256111,4.88,0,202.2,4.12,10.4,0.015,5.6,4.2,0.94,0.81,6.51
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1689988,14.8,452,St. Lawrence,Cranberry Lake ,-74.82074167,44.23172778,4.66,0.01,195,NA,3.8,0.01,4.2,4.16,6.48,0.127,7.34
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,290858,27.2,457,St. Lawrence,Brother Ponds ,-74.76213056,44.27145,5.21,0,87.1,1.45,8.6,0.026,1,2.88,1.43,0.57,6.46
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60033,5.6,443,St. Lawrence,Brother Ponds ,-74.79963056,44.30589444,3.37,0.07,49,1.3,28.2,0.025,7.2,2.45,0.65,1.329,5.18
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97129,9.4,443,St. Lawrence,Brother Ponds,-74.79963333,44.32978333,5.06,0,118.9,2.12,5.5,0.02,1.6,3,0.84,0.039,6.57
0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19637,2.5,454,St. Lawrence,Brother Ponds,-74.75518333,44.25228333,3.9,0.01,30.7,0.58,13.2,0.03,3.3,3.15,11.76,0.152,5.82
